Group,Seniority,Position,Location,Salary_b2b,Salary_permanent,Obligatory_skills,Optional_skills 
Devops,Mid,Experienced DevOps Engineer, Wrocław,10 000 - 15 000 PLN,No permanent information,"[{'Linux/Unix': 'advanced'}, {'Bazy Danych': 'advanced'}, {'Azure': 'advanced'}, {'AWS': 'regular'}, {'Kubernetes': 'regular'}, {'Terraform': 'regular'}, {'Docker': 'regular'}, {'Proxmox': 'regular'}, {'GCP': 'junior'}, {'Python': 'junior'}]",
Devops,Mid,Experienced DevOps Engineer, Katowice,10 000 - 15 000 PLN,No permanent information,"[{'Linux/Unix': 'advanced'}, {'Bazy Danych': 'advanced'}, {'Azure': 'advanced'}, {'AWS': 'regular'}, {'Kubernetes': 'regular'}, {'Terraform': 'regular'}, {'Docker': 'regular'}, {'Proxmox': 'regular'}, {'GCP': 'junior'}, {'Python': 'junior'}]",
Devops,Mid,Experienced DevOps Engineer, Gdańsk,10 000 - 15 000 PLN,No permanent information,"[{'Linux/Unix': 'advanced'}, {'Bazy Danych': 'advanced'}, {'Azure': 'advanced'}, {'AWS': 'regular'}, {'Kubernetes': 'regular'}, {'Terraform': 'regular'}, {'Docker': 'regular'}, {'Proxmox': 'regular'}, {'GCP': 'junior'}, {'Python': 'junior'}]",
Devops,Mid,Experienced DevOps Engineer, Lublin,10 000 - 15 000 PLN,No permanent information,"[{'Linux/Unix': 'advanced'}, {'Bazy Danych': 'advanced'}, {'Azure': 'advanced'}, {'AWS': 'regular'}, {'Kubernetes': 'regular'}, {'Terraform': 'regular'}, {'Docker': 'regular'}, {'Proxmox': 'regular'}, {'GCP': 'junior'}, {'Python': 'junior'}]",
Devops,Mid,Experienced DevOps Engineer, Rzeszów,10 000 - 15 000 PLN,No permanent information,"[{'Linux/Unix': 'advanced'}, {'Bazy Danych': 'advanced'}, {'Azure': 'advanced'}, {'AWS': 'regular'}, {'Kubernetes': 'regular'}, {'Terraform': 'regular'}, {'Docker': 'regular'}, {'Proxmox': 'regular'}, {'GCP': 'junior'}, {'Python': 'junior'}]",
Devops,Mid,Experienced DevOps Engineer, Poznań,10 000 - 15 000 PLN,No permanent information,"[{'Linux/Unix': 'advanced'}, {'Bazy Danych': 'advanced'}, {'Azure': 'advanced'}, {'AWS': 'regular'}, {'Kubernetes': 'regular'}, {'Terraform': 'regular'}, {'Docker': 'regular'}, {'Proxmox': 'regular'}, {'GCP': 'junior'}, {'Python': 'junior'}]",
Devops,Mid,Experienced DevOps Engineer, Tychy,10 000 - 15 000 PLN,No permanent information,"[{'Linux/Unix': 'advanced'}, {'Bazy Danych': 'advanced'}, {'Azure': 'advanced'}, {'AWS': 'regular'}, {'Kubernetes': 'regular'}, {'Terraform': 'regular'}, {'Docker': 'regular'}, {'Proxmox': 'regular'}, {'GCP': 'junior'}, {'Python': 'junior'}]",
Devops,Mid,Experienced DevOps Engineer, Warszawa,10 000 - 15 000 PLN,No permanent information,"[{'Linux/Unix': 'advanced'}, {'Bazy Danych': 'advanced'}, {'Azure': 'advanced'}, {'AWS': 'regular'}, {'Kubernetes': 'regular'}, {'Terraform': 'regular'}, {'Docker': 'regular'}, {'Proxmox': 'regular'}, {'GCP': 'junior'}, {'Python': 'junior'}]",
Devops,Mid,AWS DevOps Mid Engineer- Remote/Wroclaw, Wrocław,12 000 - 18 000 PLN,9 000 - 15 000 PLN,"[{'Docker': 'regular'}, {'AWS': 'regular'}]","[{'Terraform': 'nice to have'}, {'AWS CloudFormation': 'nice to have'}, {'Kubernetes': 'nice to have'}, {'Azure': 'nice to have'}]"
Devops,Senior,Senior DevOps Engineer - Remote, San Francisco,10 400 - 12 500 USD,No permanent information,"[{'DevOps': 'advanced'}, {'AWS': 'advanced'}, {'Ruby on Rails': 'regular'}]",
Devops,Mid,DevOps Engineer, Wrocław,Undisclosed Salary,No permanent information,"[{'Azure Cloud': 'regular'}, {'Agile': 'regular'}, {'Azure DevOps': 'regular'}, {'English': 'regular'}]",
Devops,Senior,"DevOps Engineer (Ansible, Python)", Wrocław,Undisclosed Salary,No permanent information,"[{'Ansible': 'advanced'}, {'Python': 'advanced'}, {'Powershell': 'advanced'}, {'Azure': 'advanced'}, {'Red Hat': 'regular'}, {'Terraform': 'regular'}, {'Windows': 'regular'}]",
Devops,Mid,DevOps Engineer, Poznań,Undisclosed Salary,No permanent information,"[{'Azure Cloud': 'regular'}, {'Agile': 'regular'}, {'Azure DevOps': 'regular'}, {'English': 'regular'}]",
Devops,Mid,DevOps Engineer, Warszawa,13 000 - 18 500 PLN,No permanent information,"[{'English': 'master'}, {'Docker': 'advanced'}, {'Kubernetes': 'advanced'}, {'AWS': 'regular'}, {'Bash': 'regular'}]",[{'Linux': 'nice to have'}]
Devops,Mid,DevOps Engineer, Katowice,13 000 - 18 500 PLN,No permanent information,"[{'English': 'master'}, {'Docker': 'advanced'}, {'Kubernetes': 'advanced'}, {'AWS': 'regular'}, {'Bash': 'regular'}]",[{'Linux': 'nice to have'}]
Devops,Mid,DevOps, Kraków,8 000 - 16 000 PLN,No permanent information,"[{'AWS': 'regular'}, {'Docker': 'regular'}, {'Kubernetes': 'regular'}]",
Devops,Senior,DevOps Engineer (AWS), Wrocław,15 000 - 22 000 PLN,No permanent information,"[{'AWS': 'advanced'}, {'Linux': 'advanced'}, {'CloudWatch / Prometheus': 'advanced'}, {'Grafana system': 'advanced'}, {'Docker': 'advanced'}, {'Terraform': 'advanced'}]",
Devops,Mid,Inżynier DevOps, Warszawa,18 000 - 24 000 PLN,No permanent information,"[{'Microsoft Azure': 'advanced'}, {'Azure DevOps': 'regular'}, {'ARM': 'regular'}, {'Terraform': 'regular'}, {'Jenkins': 'regular'}]",
Devops,Mid,DevOps Engineer, Gliwice,7 000 - 12 000 PLN,No permanent information,"[{'DevOps': 'regular'}, {'AWS': 'regular'}, {'CI/CD': 'regular'}, {'Docker': 'regular'}]","[{'Kubernetes': 'nice to have'}, {'Ansible': 'nice to have'}, {'Terraform': 'nice to have'}]"
Devops,Junior,Junior DevOps Engineer (AWS), Kraków,6 000 - 7 000 PLN,No permanent information,"[{'AWS': 'junior'}, {'Java': 'junior'}, {'Linux': 'junior'}]",[{'SQL': 'nice to have'}]
Devops,Mid,DevOps Engineer, Częstochowa,12 000 - 18 000 PLN,No permanent information,"[{'Azure DevOps': 'regular'}, {'Microsoft Windows': 'regular'}, {'Microsoft Azure': 'junior'}]",[{'E-commerce': 'nice to have'}]
Devops,Mid,AWS Devops Engineer, Kraków,10 000 - 20 000 PLN,12 000 - 16 000 PLN,"[{'AWS': 'regular'}, {'Linux': 'regular'}, {'JavaScript': 'junior'}, {'Python': 'junior'}, {'Grafana': 'junior'}, {'DevOps': 'junior'}]",
Devops,Mid,DevOps Engineer (AWS), Kraków,15 000 - 22 000 PLN,No permanent information,"[{'DevOps': 'regular'}, {'AWS': 'regular'}, {'doker': 'regular'}, {'Kubernetes': 'regular'}, {'Jenkins': 'regular'}, {'English': 'regular'}]",
Devops,Mid,DevOps Engineer, Poznań,24 360 - 25 200 PLN,No permanent information,[{'Azure': 'regular'}],
Devops,Mid,DevOps Engineer, Poznań,21 840 - 23 520 PLN,No permanent information,"[{'Azure': 'regular'}, {'Google Cloud': 'regular'}, {'AWS': 'regular'}, {'JBoss': 'regular'}, {'Apache': 'regular'}, {'Kibana': 'regular'}, {'Java': 'regular'}, {'SQL': 'regular'}, {'Python': 'regular'}, {'Linux': 'regular'}]",
Devops,Senior,Tech Product Owner Supply Chain Systems, Poznań,Undisclosed Salary,No permanent information,[{'Azure': 'junior'}],
Devops,Mid,Site Reliability Engineer, Warszawa,22 604 - 37 672 PLN,No permanent information,"[{'Terraform': 'advanced'}, {'TCP/IP': 'advanced'}, {'Linux': 'advanced'}, {'Kubernetes': 'advanced'}, {'AWS': 'advanced'}]",
Devops,Senior,Senior DevOps Engineer, Warszawa,16 800 - 21 000 PLN,No permanent information,"[{'Docker': 'advanced'}, {'K8S': 'advanced'}, {'Helm': 'advanced'}, {'Terraform': 'advanced'}, {'Prometheus': 'advanced'}, {'Azure': 'advanced'}, {'Oracle': 'advanced'}, {'Google Cloud': 'regular'}, {'MongoDB': 'regular'}]",[{'AWS': 'nice to have'}]
Devops,Senior,Lider DevOps, Wrocław,20 000 - 25 000 PLN,No permanent information,"[{'Leadership': 'advanced'}, {'AWS': 'advanced'}, {'DevOps': 'advanced'}, {'Atlassian': 'advanced'}]",
Devops,Junior,Junior DevOps Engineer, Katowice,5 000 - 7 000 PLN,No permanent information,"[{'.Net': 'junior'}, {'C#': 'junior'}, {'Networks': 'junior'}, {'Git': 'junior'}]","[{'.NET Core': 'nice to have'}, {'AWS': 'nice to have'}, {'TeamCity': 'nice to have'}]"
Devops,Senior,"DevOps (Azure, Terraform)", Warszawa,18 000 - 30 240 PLN,No permanent information,"[{'Microsoft Azure': 'advanced'}, {'Terraform': 'advanced'}, {'Windows Server': 'advanced'}]",
Devops,Mid,DevOps Engineer, Zabierzów,11 860 - 21 339 PLN,10 000 - 18 000 PLN,"[{'Linux': 'regular'}, {'Chef / Ansible / Puppet': 'regular'}, {'VMware': 'regular'}, {'Docker Swarm': 'regular'}, {'Python': 'junior'}, {'SQL': 'junior'}]",
Devops,Senior,Senior DevOps Engineer - Linux f/m/x, Berlin,5 000 - 6 660 EUR,No permanent information,"[{'Linux': 'advanced'}, {'Cloud': 'advanced'}, {'Python': 'advanced'}]",
Devops,Mid,DevOps Engineer, Wrocław,10 000 - 20 000 PLN,No permanent information,"[{'Linux': 'regular'}, {'AWS': 'regular'}, {'Docker': 'regular'}, {'Apache': 'regular'}, {'NGINX': 'regular'}]",
Devops,Mid,DevOps Engineer, Poznań,12 000 - 16 000 PLN,No permanent information,"[{'Linux': 'regular'}, {'Cloud Computing': 'regular'}, {'Automation Tools': 'regular'}, {'Monitoring Tools': 'junior'}, {'Programming': 'junior'}]","[{'Kubernetes': 'nice to have'}, {'Terraform': 'nice to have'}, {'GCP': 'nice to have'}, {'Helm': 'nice to have'}, {'Prometheus': 'nice to have'}]"
Devops,Senior,Senior DevOps Engineer - Remote, San Diego,7 500 - 9 500 USD,No permanent information,"[{'Linux': 'advanced'}, {'Bash': 'advanced'}, {'Python': 'regular'}, {'Ruby on Rails': 'regular'}]",
Devops,Senior,Senior DevOps Engineer (Kubernetes), Warszawa,18 000 - 25 000 PLN,No permanent information,"[{'Kubernetes': 'master'}, {'Azure': 'regular'}]",
Devops,Mid,DevOps Engineer, Wrocław,14 000 - 20 000 PLN,No permanent information,"[{'Linux OS': 'advanced'}, {'AWS': 'advanced'}, {'Docker': 'advanced'}, {'Terraform': 'regular'}, {'Kubernetes': 'regular'}]",
Devops,Senior,Senior Software Engineer - DevOps, Szczecin,22 000 - 26 000 PLN,No permanent information,"[{'CI/CD': 'advanced'}, {'AWS': 'advanced'}, {'NoSQL': 'advanced'}, {'Python': 'advanced'}, {'Docker': 'advanced'}, {'Kotlin': 'regular'}, {'Java': 'regular'}, {'Kubernetes': 'regular'}]",[{'BDD': 'nice to have'}]
Devops,Senior,Senior Devops Engineer, Szczecin,17 000 - 25 000 PLN,15 000 - 23 000 PLN,"[{'cicd': 'master'}, {'Jenkins': 'master'}, {'Docker': 'advanced'}, {'Kubernetes': 'advanced'}, {'Terraform': 'advanced'}]","[{'PHP': 'nice to have'}, {'Node.js': 'nice to have'}, {'Java': 'nice to have'}]"
Devops,Mid,R&D DevOps Engineer, Kraków,Undisclosed Salary,No permanent information,"[{'Jenkins': 'regular'}, {'DevOps': 'regular'}, {'Terraform': 'regular'}, {'GitLab': 'regular'}]",
Devops,Mid,DevOps Engineer (Linux), Wrocław,Undisclosed Salary,No permanent information,[{'DevOps': 'master'}],
Devops,Senior,DevOps Architect, Warszawa,25 200 - 33 600 PLN,No permanent information,"[{'Git': 'advanced'}, {'Jenkins': 'advanced'}, {'OpenShift': 'advanced'}, {'Containers': 'advanced'}]",
Devops,Senior,DevOps Engineer, Warszawa,14 000 - 18 000 PLN,No permanent information,"[{'Linux': 'advanced'}, {'Docker': 'advanced'}, {'CI/CD': 'advanced'}, {'Cloud': 'regular'}, {'Networking': 'regular'}, {'Ansible': 'regular'}, {'Terraform': 'regular'}, {'Prometheus': 'junior'}]","[{'Bash': 'nice to have'}, {'Python': 'nice to have'}]"
Devops,Senior,Site Reliability Engineer, Kraków,Undisclosed Salary,No permanent information,"[{'AWS': 'advanced'}, {'Ruby/Python/Golang': 'advanced'}, {'Linux/Unix': 'regular'}, {'Puppet': 'regular'}, {'Kubernetes': 'regular'}, {'Prometheus': 'regular'}, {'Graphite': 'regular'}]",
Devops,Junior,Junior DevOps Engineer, Kraków,8 000 - 11 000 PLN,No permanent information,"[{'Linux': 'junior'}, {'Windows': 'junior'}, {'Python': 'junior'}, {'Continuous Integration': 'junior'}]",
Devops,Mid,AWS DevOps Engineer, Gdańsk,16 000 - 25 000 PLN,No permanent information,"[{'Cloud': 'advanced'}, {'AWS': 'advanced'}]",
Devops,Mid,AWS DevOps Engineer, Wrocław,16 000 - 25 000 PLN,No permanent information,"[{'Cloud': 'advanced'}, {'AWS': 'advanced'}]",
Devops,Mid,DevOps Engineer, Warszawa,14 000 - 21 500 PLN,No permanent information,"[{'Linux': 'advanced'}, {'Python': 'advanced'}, {'CI/CD': 'advanced'}, {'Terraform': 'advanced'}, {'Kubernetes': 'advanced'}, {'Jenkins': 'advanced'}, {'Docker': 'regular'}, {'AWS': 'regular'}, {'Agile': 'regular'}, {'Elasticsearch': 'regular'}]",
Devops,Mid,AWS DevOps Engineer, Rzeszów,16 000 - 25 000 PLN,No permanent information,"[{'Cloud': 'advanced'}, {'AWS': 'advanced'}]",
Devops,Mid,AWS Site Reliability Engineer, Warszawa,15 000 - 25 000 PLN,No permanent information,"[{'AWS': 'regular'}, {'Terraform': 'regular'}, {'EKS': 'regular'}, {'Redshift': 'regular'}, {'Kubernetes': 'regular'}]",
Devops,Mid,Azure DevOps Engineer, Wrocław,16 000 - 25 000 PLN,No permanent information,"[{'Cloud': 'advanced'}, {'Azure': 'advanced'}]",
Devops,Mid,Azure DevOps Engineer, Rzeszów,16 000 - 25 000 PLN,No permanent information,"[{'Cloud': 'advanced'}, {'Azure': 'advanced'}]",
Devops,Mid,Azure DevOps Engineer, Gdańsk,16 000 - 25 000 PLN,No permanent information,"[{'Cloud': 'advanced'}, {'Azure': 'advanced'}]",
Devops,Mid,DevOps Engineer, Gdańsk,Undisclosed Salary,No permanent information,"[{'Kubernetes': 'advanced'}, {'Python': 'regular'}, {'Bash': 'regular'}, {'MySQL': 'regular'}, {'Prometheus': 'regular'}, {'Docker': 'regular'}, {'GitLab': 'regular'}]",
Devops,Mid,DevOps, Warszawa,13 440 - 15 960 PLN,No permanent information,"[{'Google Cloud Platform': 'regular'}, {'Terraform': 'regular'}, {'JIRA': 'regular'}, {'Kubernetes': 'regular'}, {'AWS': 'junior'}]",
Devops,Mid,Site Reliability Engineer, Rutherford,15 000 - 20 000 PLN,No permanent information,"[{'Linux': 'advanced'}, {'Containers': 'advanced'}, {'Kubernetes': 'regular'}, {'Google Cloud Platform': 'regular'}, {'AWS': 'regular'}, {'Ansible': 'regular'}, {'Elasticsearch': 'regular'}, {'Terraform': 'regular'}]",
Devops,Mid,Site Reliability Engineer, Poznań,Undisclosed Salary,No permanent information,"[{'Java': 'regular'}, {'NGINX': 'regular'}, {'Apache': 'regular'}]",
Devops,Senior,DevOps Engineer, Kraków,16 000 - 20 000 PLN,No permanent information,"[{'container technologies': 'advanced'}, {'Terraform': 'regular'}, {'AWS': 'regular'}, {'Grafana': 'regular'}, {'Python': 'regular'}, {'InfluxDB': 'junior'}, {'ELK Stack': 'junior'}]",[{'Ansible': 'nice to have'}]
Devops,Mid,DevOps Engineer, Warszawa,Undisclosed Salary,No permanent information,"[{'Docker': 'regular'}, {'English': 'regular'}, {'Kubernetes': 'regular'}, {'AzureDevOps': 'regular'}]","[{'Grafana': 'nice to have'}, {'Ansible': 'nice to have'}, {'Linux': 'nice to have'}]"
Devops,Senior,Sr. Operations Engineer (DevOps), Kraków,Undisclosed Salary,No permanent information,"[{'Kubernetes': 'regular'}, {'AWS': 'regular'}, {'Linux': 'regular'}, {'Python': 'regular'}, {'DevOps': 'regular'}, {'NGINX': 'regular'}, {'Jenkins': 'regular'}]",
Devops,Senior,Senior DevOps Engineer, Gdańsk,16 000 - 21 000 PLN,No permanent information,"[{'English': 'advanced'}, {'Linux': 'regular'}, {'Continuous Integration': 'regular'}, {'Continuous Delivery': 'regular'}, {'Kubernetes': 'regular'}]",
Devops,Senior,Senior API Cloud Developer, Poznań,Undisclosed Salary,No permanent information,[{'Azure': 'regular'}],
Devops,Mid,Experienced Azure DevOps Engineer, Warszawa,Undisclosed Salary,No permanent information,"[{'Azure DevOps': 'advanced'}, {'Powershell': 'regular'}, {'Linux': 'regular'}]",
Devops,Senior,DevOps Engineer (Kubernetes), Warszawa,14 000 - 20 000 PLN,14 000 - 20 000 PLN,"[{'Terraform': 'advanced'}, {'CI/CD': 'advanced'}, {'GitLab': 'advanced'}, {'Kubernetes': 'advanced'}, {'Linux': 'regular'}, {'Git': 'regular'}]","[{'OpenStack': 'nice to have'}, {'Ceph': 'nice to have'}, {'Prometheus': 'nice to have'}, {'cert-manager': 'nice to have'}]"
Devops,Senior,"Senior DevOps, Infrastructure Engineer", Kraków,8 200 - 10 500 USD,No permanent information,"[{'Amazon AWS': 'advanced'}, {'Docker': 'advanced'}, {'NGINX': 'advanced'}, {'Elasticsearch': 'regular'}, {'Apache Kafka': 'junior'}]","[{'Aerospike': 'nice to have'}, {'Ruby': 'nice to have'}]"
Devops,Senior,DevOps Engineer, Kraków,20 000 - 24 000 PLN,No permanent information,"[{'GNU': 'advanced'}, {'Linux': 'advanced'}, {'PostgreSQL': 'advanced'}, {'MySQL': 'advanced'}, {'Jenkins': 'advanced'}, {'Red Hat': 'advanced'}, {'CentOS': 'advanced'}, {'ELK Stack': 'regular'}]",
Devops,Mid,DevOps Engineer, Szczecin,12 000 - 18 000 PLN,10 000 - 15 000 PLN,"[{'Docker': 'advanced'}, {'HTTP': 'advanced'}, {'Bash': 'advanced'}, {'Microservices': 'regular'}, {'REST API': 'regular'}, {'Jenkins': 'regular'}, {'Linux': 'regular'}, {'Oracle': 'junior'}, {'Cloud': 'junior'}, {'Java': 'junior'}]",
Devops,Junior,Junior DevOps Engineer, Wrocław,Undisclosed Salary,No permanent information,"[{'Bash': 'regular'}, {'Linux': 'junior'}, {'Python': 'junior'}]","[{'Continuous Integration': 'nice to have'}, {'Continuous Delivery': 'nice to have'}]"
Devops,Senior,DevOps Engineer [iOS], Gdańsk,16 000 - 22 400 PLN,No permanent information,"[{'Azure DevOps': 'advanced'}, {'CI CD': 'regular'}, {'Jenkins': 'regular'}, {'iOS frameworks': 'regular'}]",
Devops,Senior,Senior DevOps Engineer, Poznań,15 400 - 20 600 PLN,No permanent information,"[{'Terraform': 'advanced'}, {'Ansible': 'advanced'}, {'Jenkins': 'advanced'}, {'Elastic': 'advanced'}]",
Devops,Senior,Senior DevOps Engineer, Warszawa,Undisclosed Salary,No permanent information,"[{'Azure DevOps': 'advanced'}, {'Azure Services': 'advanced'}, {'Kubernetes': 'advanced'}, {'Docker': 'advanced'}]",
Devops,Mid,Systems Engineer, Poznań,9 000 - 15 000 PLN,8 000 - 14 000 PLN,"[{'Linux': 'advanced'}, {'automation': 'advanced'}, {'Monitoring Tools': 'advanced'}, {'Shell': 'regular'}, {'Cloud Computing': 'regular'}, {'Apache': 'regular'}, {'Jenkins': 'regular'}, {'CDN': 'regular'}, {'Terraform': 'regular'}, {'Kubernetes': 'junior'}]",
Devops,Senior,DevOps, Gdańsk,14 000 - 20 000 PLN,No permanent information,"[{'AWS': 'advanced'}, {'Kubernetes': 'advanced'}, {'GitLab': 'regular'}]",
Devops,Senior,DevOps Engineer, Warsaw,7 000 - 8 000 EUR,No permanent information,"[{'DevOps': 'master'}, {'Linux': 'advanced'}, {'DBM': 'regular'}]",
Devops,Senior,AWS Devops, Warszawa,20 000 - 25 000 PLN,No permanent information,"[{'AWS': 'master'}, {'Docker': 'advanced'}, {'Kubernetes': 'advanced'}, {'Terraform': 'regular'}, {'Ansible': 'regular'}, {'Linux': 'regular'}, {'NGINX': 'regular'}, {'PostgreSQL': 'regular'}, {'Blockchain': 'regular'}, {'PHP': 'regular'}]",
Devops,Mid,DevOps Engineer with Python, Wrocław,12 000 - 16 000 PLN,9 000 - 13 000 PLN,"[{'AWS': 'regular'}, {'Docker': 'regular'}, {'Kubernetes': 'regular'}, {'Python': 'junior'}]",
Devops,Mid,DevOps Engineer, Warszawa,18 000 - 23 000 PLN,No permanent information,"[{'Angielski': 'advanced'}, {'Azure DevOps': 'regular'}, {'Python': 'regular'}, {'SQL': 'regular'}, {'PostgreSQL': 'regular'}]",
Devops,Mid,DevOps Engineer, Wrocław,8 000 - 12 000 PLN,No permanent information,"[{'Linux': 'regular'}, {'Bash': 'regular'}, {'Ansible': 'regular'}, {'CI/CD': 'regular'}, {'TCP/IP': 'junior'}, {'Kubernetes': 'junior'}, {'Docker': 'junior'}]","[{'Kafka': 'nice to have'}, {'NIFI': 'nice to have'}, {'Grafana': 'nice to have'}]"
Devops,Mid,DevOps Java Developer, Warszawa,15 000 - 20 000 PLN,No permanent information,"[{'Java 8': 'advanced'}, {'AWS': 'advanced'}, {'Spring': 'regular'}, {'Hibernate': 'regular'}, {'Docker': 'regular'}, {'Linux': 'regular'}]",
Devops,Junior,Junior DevOps Engineer, Kraków,5 000 - 8 000 PLN,No permanent information,"[{'DevOps': 'junior'}, {'AWS': 'junior'}, {'Linux (Debian)': 'junior'}, {'Docker': 'junior'}]",
Devops,Mid,DevOps Administrator (AWS), Warszawa,18 000 - 27 000 PLN,No permanent information,"[{'Polish': 'master'}, {'System Administration': 'regular'}, {'DevOps': 'regular'}, {'Linux': 'regular'}, {'English': 'regular'}, {'AWS': 'junior'}]","[{'Kubernetes': 'nice to have'}, {'Docker': 'nice to have'}]"
Devops,Junior,Junior DevOps Engineer, Warszawa,5 000 - 7 000 PLN,No permanent information,[],"[{'Kubernetes': 'nice to have'}, {'GitLab': 'nice to have'}, {'AWS': 'nice to have'}, {'GCP': 'nice to have'}, {'Azure': 'nice to have'}, {'Terraform': 'nice to have'}, {'Ansilbe': 'nice to have'}]"
Devops,Junior,Junior DevOps Engineer, Wrocław,Undisclosed Salary,No permanent information,"[{'Kubernetes': 'junior'}, {'Docker': 'junior'}, {'Linux': 'junior'}, {'CI/CD': 'junior'}]",
Devops,Mid,Linux DevOps Engineer, Quatre Bornes,2 500 - 3 750 EUR,No permanent information,"[{'Linux': 'regular'}, {'Docker': 'regular'}, {'Kubernetes': 'regular'}]",
