Group,Seniority,Position,Location,Salary_b2b,Salary_permanent,Obligatory_skills,Optional_skills 
Net,Mid,Programista .Net, Kraków,Undisclosed Salary,No permanent information,"[{'C#': 'regular'}, {'WPF': 'junior'}, {'MVVC': 'junior'}, {'MVC': 'junior'}, {'RESTful Web Services': 'junior'}, {'WebSocket': 'junior'}, {'Git': 'junior'}]","[{'SQL': 'nice to have'}, {'LabView': 'nice to have'}, {'Python': 'nice to have'}]"
Net,Mid,Programista .NET, Sopot,Undisclosed Salary,No permanent information,"[{'.NET C#': 'master'}, {'Visual Studio': 'advanced'}, {'Rider': 'advanced'}, {'.NET Core': 'advanced'}, {'Web Services': 'advanced'}, {'SOAP/REST': 'advanced'}, {'SQL': 'advanced'}, {'JIRA': 'regular'}, {'Git': 'regular'}]",
Net,Senior,Senior .NET Engineer, Kraków,16 000 - 23 000 PLN,14 000 - 19 500 PLN,"[{'.Net': 'advanced'}, {'.NET C#': 'advanced'}, {'JavaScript': 'advanced'}, {'Angular': 'regular'}, {'Azure': 'regular'}, {'TypeScript': 'regular'}]",
Net,Senior,Senior/ Principal .NET Developer, Rzeszów,12 600 - 25 200 PLN,10 500 - 19 500 PLN,"[{'.Net': 'master'}, {'ASP.NET MVC': 'advanced'}, {'MsSQL': 'advanced'}, {'.NET Core': 'advanced'}, {'ORM (EF)': 'advanced'}, {'Unit Testing': 'advanced'}, {'TDD': 'junior'}]",
Net,Senior,.Net Team Lead, Warszawa,20 000 - 30 000 PLN,No permanent information,[{'.Net': 'master'}],
Net,Senior,System Architect (.NET), Gdańsk,Undisclosed Salary,No permanent information,"[{'.Net': 'advanced'}, {'SQL': 'advanced'}, {'C#': 'advanced'}, {'ASP.NET': 'advanced'}]",
Net,Senior,Senior/ Principal .NET Developer, Gdańsk,12 600 - 25 200 PLN,10 500 - 19 500 PLN,"[{'.Net': 'master'}, {'ASP.NET MVC': 'advanced'}, {'MsSQL': 'advanced'}, {'.NET Core': 'advanced'}, {'ORM (EF)': 'advanced'}, {'Unit Testing': 'advanced'}, {'TDD': 'junior'}]",
Net,Mid,Backend .NET Developer, Warszawa,17 000 - 21 000 PLN,No permanent information,"[{'.Net': 'regular'}, {'.NET Core': 'regular'}, {'C#': 'regular'}, {'SQL': 'regular'}, {'Git': 'junior'}]","[{'Cloud': 'nice to have'}, {'Perl': 'nice to have'}]"
Net,Junior,Junior .NET Developer, Warszawa,Undisclosed Salary,No permanent information,"[{'ASP.NET': 'junior'}, {'.NET C#': 'junior'}, {'ASP.NET MVC': 'junior'}, {'.Net': 'junior'}]",[{'HTML / CSS': 'nice to have'}]
Net,Senior,Technical Team Lead (.NET), Gdańsk,16 000 - 20 000 PLN,No permanent information,"[{'.Net': 'advanced'}, {'.NET Core': 'advanced'}, {'SQL': 'advanced'}]",[{'Amazon AWS': 'nice to have'}]
Net,Mid,Software Engineer (.NET), Gdańsk,11 000 - 14 000 PLN,No permanent information,"[{'.NET Core': 'regular'}, {'.Net': 'regular'}]","[{'Angular': 'nice to have'}, {'Docker': 'nice to have'}, {'Kubernetes': 'nice to have'}]"
Net,Senior,Senior Developer Asp.Net, Kraków,16 500 - 20 000 PLN,14 000 - 17 000 PLN,"[{'ASP.NET MVC': 'advanced'}, {'ASP.NET Core': 'advanced'}, {'C#': 'advanced'}, {'SQL': 'regular'}, {'JavaScript': 'regular'}]",
Net,Senior,Backend Developer (C#/.NET), Gdańsk,Undisclosed Salary,No permanent information,"[{'API': 'advanced'}, {'.Net': 'advanced'}, {'C#': 'advanced'}, {'HTTP': 'regular'}, {'Azure': 'regular'}]",
Net,Senior,Senior .NET Developer, Gdańsk,Undisclosed Salary,No permanent information,"[{'.Net': 'advanced'}, {'C#': 'advanced'}, {'.NET Core': 'advanced'}, {'REST API': 'regular'}, {'ORM': 'regular'}, {'RDBMS': 'regular'}]",
Net,Senior,Senior .NET Developer, Gdańsk,Undisclosed Salary,No permanent information,"[{'.Net': 'advanced'}, {'C#': 'advanced'}, {'Azure': 'regular'}]",
Net,Mid,Programista / Projektant .NET, Wrocław,Undisclosed Salary,No permanent information,"[{'C#': 'advanced'}, {'.Net': 'advanced'}, {'SQL': 'advanced'}, {'Scrum': 'junior'}]",
Net,Mid,.NET Developer, Warszawa,16 800 - 26 040 PLN,No permanent information,"[{'.Net': 'advanced'}, {'SQL': 'advanced'}, {'C#': 'advanced'}, {'.NET Core': 'regular'}]","[{'Azure': 'nice to have'}, {'AWS': 'nice to have'}]"
Net,Mid,Full Stack .Net Developer, Warszawa,Undisclosed Salary,No permanent information,"[{'.NET C#': 'master'}, {'C#': 'master'}, {'SQL': 'master'}, {'HTML': 'master'}, {'Angular 2+': 'master'}, {'JavaScript': 'advanced'}]",
Net,Mid,.Net Developer, Warszawa,10 000 - 20 000 PLN,No permanent information,"[{'C#': 'advanced'}, {'.Net': 'advanced'}, {'JavaScript': 'regular'}, {'Angular': 'regular'}, {'ASP.NET': 'regular'}, {'ASP.NET Core': 'regular'}]",[{'JavaScript (jQuery)': 'nice to have'}]
Net,Mid,Full-stack .NET / React Developer, Kraków,11 000 - 14 000 PLN,No permanent information,"[{'C#': 'advanced'}, {'.NET Core': 'advanced'}]","[{'SignalR': 'nice to have'}, {'TypeScript': 'nice to have'}, {'React': 'nice to have'}, {'Docker': 'nice to have'}, {'Akka.NET': 'nice to have'}, {'Redux-saga': 'nice to have'}]"
Net,Mid,Software Engineer C#, Kraków,10 000 - 14 000 PLN,No permanent information,"[{'C#': 'regular'}, {'.Net': 'regular'}, {'English': 'regular'}]","[{'WPF': 'nice to have'}, {'WinForms': 'nice to have'}, {'Git': 'nice to have'}, {'Visual Studio': 'nice to have'}, {'C/C++': 'nice to have'}]"
Net,Mid,Software developer w branży morskiej, Katowice,8 000 - 14 000 PLN,No permanent information,"[{'.NET Core': 'advanced'}, {'Angular': 'regular'}, {'Entity Framework': 'regular'}, {'webapi': 'regular'}, {'REST': 'regular'}]",
Net,Mid,.NET Software System Engineer, Gliwice,9 000 - 16 200 PLN,7 500 - 13 500 PLN,"[{'.Net': 'advanced'}, {'Angular 2+': 'advanced'}, {'HTML5': 'regular'}, {'JavaScript': 'regular'}, {'Databases': 'regular'}]",[{'IoT': 'nice to have'}]
Net,Senior,.NET Back-End Developer, Warszawa,Undisclosed Salary,No permanent information,"[{'C#': 'master'}, {'ASP.NET MVC': 'master'}, {'SQL Server': 'master'}, {'WCF': 'advanced'}, {'ASP.NET Web API': 'advanced'}]","[{'Azure Services': 'nice to have'}, {'RESTful': 'nice to have'}]"
Net,Mid,.NET Developer, Warszawa,Undisclosed Salary,No permanent information,"[{'.Net 4.5': 'regular'}, {'C#': 'regular'}, {'SQL': 'regular'}, {'ASP.NET': 'regular'}, {'ASP.NET MVC': 'regular'}, {'.NET Core': 'regular'}]","[{'JavaScript': 'nice to have'}, {'Blazor': 'nice to have'}]"
Net,Mid,.NET Developer, Stryków,8 000 - 12 000 PLN,8 000 - 12 000 PLN,"[{'.Net': 'regular'}, {'WPF': 'regular'}]","[{'Microsoft Azure': 'nice to have'}, {'.NET Core': 'nice to have'}, {'Python': 'nice to have'}, {'SQL': 'nice to have'}]"
Net,Mid,.NET Developer, Poznań,8 000 - 12 000 PLN,8 000 - 12 000 PLN,"[{'.Net': 'regular'}, {'WPF': 'regular'}]","[{'Microsoft Azure': 'nice to have'}, {'.NET Core': 'nice to have'}, {'Python': 'nice to have'}, {'SQL': 'nice to have'}]"
Net,Senior,Senior Software .Net/ C# Engineer, Kraków,13 000 - 20 000 PLN,No permanent information,"[{'.Net': 'master'}, {'C#': 'master'}, {'WCF': 'advanced'}, {'Web API': 'advanced'}, {'Oracle': 'regular'}, {'MySQL': 'regular'}, {'Cloud': 'junior'}]",
Net,Senior,Senior Fullstack Developer, Wrocław,18 000 - 25 000 PLN,13 500 - 19 000 PLN,"[{'JavaScript': 'advanced'}, {'ASP.NET': 'advanced'}, {'SQL': 'advanced'}, {'C#': 'advanced'}, {'XML': 'regular'}, {'IIS': 'regular'}]",
Net,Senior,Senior Azure/.NET Engineer, Kraków,19 000 - 23 500 PLN,16 000 - 20 000 PLN,"[{'Azure Services': 'advanced'}, {'.NET C#': 'advanced'}, {'ASP.NET MVC': 'advanced'}, {'English': 'advanced'}, {'.NET Core': 'regular'}, {'MS SQL Server': 'regular'}, {'Scrum': 'regular'}, {'Git': 'regular'}]",
Net,Mid,.NET Developer, Warszawa,12 000 - 16 000 PLN,No permanent information,"[{'.NET Core': 'advanced'}, {'C#': 'advanced'}, {'Entity Framework': 'advanced'}, {'WebService': 'advanced'}, {'RESTful API': 'advanced'}, {'SOLID Principles': 'regular'}, {'TDD': 'regular'}]",
Net,Mid,Regular .NET Developer, Poznań,8 500 - 14 000 PLN,No permanent information,"[{'English': 'advanced'}, {'.NET MVC': 'regular'}, {'.NET Core': 'regular'}, {'C#': 'regular'}, {'HTML5/CSS3': 'regular'}, {'REST': 'regular'}, {'Unit Testing': 'regular'}, {'SQL': 'regular'}, {'Git': 'junior'}]",[{'JavaScript': 'nice to have'}]
Net,Mid,.NET Developer, Poznań,14 000 - 20 000 PLN,No permanent information,"[{'.NET Core': 'advanced'}, {'English': 'regular'}, {'HTML5 / CSS3': 'junior'}, {'TypeScript': 'junior'}, {'Angular 2+': 'junior'}]","[{'Dynamics 365': 'nice to have'}, {'T-SQL': 'nice to have'}, {'TFS': 'nice to have'}, {'Azure': 'nice to have'}]"
Net,Senior,Senior .net Engineer, Wrocław,16 000 - 22 000 PLN,No permanent information,"[{'.Net': 'advanced'}, {'.NET Core': 'advanced'}, {'ASP.NET Web API': 'advanced'}, {'CI/CD': 'advanced'}, {'RESTful': 'regular'}, {'TypeScript': 'regular'}]",
Net,Mid,.NET Developer, Warszawa,12 000 - 20 000 PLN,No permanent information,"[{'ASP.NET Core': 'regular'}, {'.Net Framework': 'regular'}, {'C#': 'regular'}, {'Visual Studio': 'regular'}, {'MS SQL Server': 'regular'}, {'ASP .NET Web Forms': 'regular'}]","[{'React': 'nice to have'}, {'Web Services': 'nice to have'}, {'WCF': 'nice to have'}, {'REST': 'nice to have'}]"
Net,Junior,Junior Developer (C#/C++), Kraków,Undisclosed Salary,No permanent information,"[{'C#': 'junior'}, {'C++': 'junior'}, {'.Net Framework': 'junior'}]",
Net,Senior,Business Unit Manager - Development, Gdańsk,Undisclosed Salary,No permanent information,"[{'Scrum': 'advanced'}, {'Kanban': 'advanced'}, {'SAFe': 'advanced'}, {'DevOps': 'advanced'}, {'Continuous Delivery': 'advanced'}, {'Team Leadership': 'advanced'}, {'Leadership': 'advanced'}, {'Agile': 'advanced'}]",
Net,Senior,Sr Cloud Development Engineer, San Diego,9 500 - 12 900 USD,No permanent information,"[{'.Net': 'advanced'}, {'C#': 'advanced'}, {'Cloud': 'advanced'}]",
Net,Mid,Azure .NET Developer, Warszawa,21 840 - 26 880 PLN,No permanent information,"[{'.Net': 'advanced'}, {'Microsoft Azure': 'advanced'}, {'API': 'regular'}, {'Swagger': 'regular'}, {'oauth': 'regular'}, {'REST': 'regular'}, {'JSON': 'regular'}, {'Microsoft Azure Cloud': 'regular'}]",
Net,Mid,PROGRAMISTA .NET FULL STACK, Zdzieszowice,6 000 - 12 000 PLN,No permanent information,"[{'C# .NET': 'regular'}, {'Entity Framework': 'regular'}, {'ASP.NET': 'regular'}, {'MySQL': 'regular'}, {'Windows Forms': 'regular'}]",
Net,Junior,Junior .NET Developer, Gdańsk,5 000 - 8 400 PLN,No permanent information,"[{'English': 'regular'}, {'.Net': 'junior'}, {'MS SQL': 'junior'}, {'JavaScript': 'junior'}, {'CSS': 'junior'}]","[{'.NET Core': 'nice to have'}, {'NoSQL': 'nice to have'}]"
Net,Mid,C# .NET Developer, Warszawa,5 000 - 10 000 PLN,5 000 - 9 000 PLN,"[{'.Net': 'advanced'}, {'SQL': 'regular'}]",
Net,Junior,Junior .NET Developer, Katowice,5 000 - 8 400 PLN,No permanent information,"[{'English': 'regular'}, {'.Net': 'junior'}, {'MS SQL': 'junior'}, {'JavaScript': 'junior'}, {'CSS': 'junior'}]","[{'.NET Core': 'nice to have'}, {'NoSQL': 'nice to have'}]"
Net,Junior,Junior .NET Developer, Warszawa,4 000 - 8 000 PLN,4 000 - 7 500 PLN,"[{'C#': 'regular'}, {'.Net': 'regular'}, {'SQL': 'regular'}]",
Net,Mid,Backend Engineer - C#/.Net Core, New York,Undisclosed Salary,No permanent information,"[{'.Net': 'advanced'}, {'C#': 'advanced'}, {'Git': 'advanced'}]",
Net,Mid,C# Developer, Gdańsk,6 000 - 12 000 PLN,No permanent information,"[{'C#': 'advanced'}, {'XAML': 'advanced'}, {'WPF': 'regular'}, {'MVVM': 'regular'}]",
Net,Junior,Junior Developer .NET, Katowice,4 000 - 7 000 PLN,No permanent information,[{'.NET C#': 'junior'}],"[{'ERP': 'nice to have'}, {'.NET Core': 'nice to have'}, {'ASP.NET Web API': 'nice to have'}]"
Net,Junior,Junior .NET Developer, Warszawa,7 000 - 13 000 PLN,No permanent information,"[{'C++': 'regular'}, {'SQL': 'regular'}, {'.Net': 'regular'}]",
Net,Junior,Junior .NET Developer, Toruń,3 300 - 6 600 PLN,No permanent information,"[{'.Net': 'junior'}, {'C#': 'junior'}, {'.NET Core': 'junior'}]","[{'ReactJS': 'nice to have'}, {'JavaScript': 'nice to have'}, {'MySQL': 'nice to have'}]"
Net,Junior,Junior .NET developer, Poznań,Undisclosed Salary,No permanent information,"[{'ASP.NET': 'junior'}, {'ASP.NET MVC': 'junior'}, {'.Net': 'junior'}, {'Git': 'junior'}, {'SOAP': 'junior'}, {'REST': 'junior'}]",[{'CMS': 'nice to have'}]
Net,Senior,Senior .Net Engineer, Wrocław,16 500 - 22 500 PLN,13 000 - 17 500 PLN,"[{'.Net': 'advanced'}, {'WPF': 'advanced'}, {'Entity Framework': 'regular'}, {'WinForms': 'regular'}, {'SQL': 'regular'}, {'Git': 'regular'}]",
Net,Junior,Młodszy Programista (.NET / Java), Gdańsk,Undisclosed Salary,No permanent information,"[{'ASP.NET': 'junior'}, {'JavaScript': 'junior'}, {'C#': 'junior'}, {'MS SQL': 'junior'}, {'Entity Framework': 'junior'}, {'.NET Core': 'junior'}]","[{'Java EE': 'nice to have'}, {'Spring': 'nice to have'}, {'Angular': 'nice to have'}]"
Net,Junior,Programista .NET, Wrocław,Undisclosed Salary,No permanent information,"[{'ASP.NET': 'regular'}, {'C#': 'regular'}]",[{'C++': 'nice to have'}]
Net,Junior,C# Developer, Poznań,5 000 - 7 000 PLN,No permanent information,"[{'C#': 'junior'}, {'SQL': 'junior'}, {'SSIS': 'junior'}, {'Git': 'junior'}, {'JIRA': 'junior'}, {'English': 'junior'}]",
Net,Junior,C# Developer – Internship for C# Academy, Szczecin,Undisclosed Salary,No permanent information,"[{'C#': 'junior'}, {'.Net': 'junior'}, {'OOP': 'junior'}]",
Net,Junior,Junior .NET Fullstack Developer, Gliwice,5 000 - 7 000 PLN,No permanent information,"[{'ASP.NET MVC': 'junior'}, {'Angular': 'junior'}, {'HTML': 'junior'}, {'CSS': 'junior'}, {'JavaScript': 'junior'}, {'Web API': 'junior'}]",
Net,Junior,Junior .NET Developer, Szczecin,Undisclosed Salary,No permanent information,"[{'ASP.NET': 'junior'}, {'REST API': 'junior'}]","[{'.NET Core': 'nice to have'}, {'Entity Framework': 'nice to have'}]"
Net,Junior,Programista C#/.NET (Junior/Regular), Wrocław,Undisclosed Salary,No permanent information,"[{'C#': 'regular'}, {'MS SQL': 'regular'}, {'.Net': 'junior'}]",[{'Xamarin': 'nice to have'}]
Net,Junior,Programista .Net, Warszawa,Undisclosed Salary,No permanent information,"[{'ASP.NET': 'regular'}, {'C#': 'regular'}, {'SQL': 'regular'}, {'.NET Core': 'junior'}, {'JavaScript': 'junior'}]",
Net,Junior,Junior ASP.NET Developer, Kraków,Undisclosed Salary,No permanent information,"[{'JavaScript': 'junior'}, {'ASP.NET MVC': 'junior'}, {'C#': 'junior'}, {'jQuery': 'junior'}, {'MS SQL': 'junior'}, {'HTML': 'junior'}, {'Entity Framework': 'junior'}, {'CSS': 'junior'}, {'Less': 'junior'}, {'Linq': 'junior'}]",
Net,Junior,Junior .NET Developer, Gliwice,3 000 - 6 000 PLN,No permanent information,"[{'.Net': 'junior'}, {'.NET Core': 'junior'}, {'C#': 'junior'}]",
Net,Junior,Programista C# (ASP.NET), Rzeszów,Undisclosed Salary,No permanent information,"[{'C#': 'regular'}, {'ASP.NET': 'junior'}, {'.NET Core': 'junior'}, {'ASP.NET MVC': 'junior'}]","[{'Docker': 'nice to have'}, {'Kubernetes': 'nice to have'}]"
Net,Junior,Remote .NET/React Developer, Łódź,5 000 - 9 000 PLN,No permanent information,"[{'.Net': 'junior'}, {'C#': 'junior'}, {'ReactJS': 'junior'}]",[{'Azure': 'nice to have'}]
Net,Junior,IT Intern in Global Business Services, Kraków,Undisclosed Salary,No permanent information,[{'.Net': 'junior'}],
Net,Junior,Młodszy Programista .NET, Warszawa,4 200 - 6 000 PLN,No permanent information,"[{'.Net Framework': 'junior'}, {'C#': 'junior'}, {'SQL': 'junior'}, {'Entity Framework': 'junior'}, {'.NET Core': 'junior'}, {'Entity Framework Core': 'junior'}, {'ASP.NET': 'junior'}, {'ASP.NET Core': 'junior'}]",[{'Angular': 'nice to have'}]
Net,Junior,Młodszy Programista .NET, Poznań,4 200 - 6 000 PLN,No permanent information,"[{'.Net Framework': 'junior'}, {'C#': 'junior'}, {'SQL': 'junior'}, {'Entity Framework': 'junior'}, {'.NET Core': 'junior'}, {'Entity Framework Core': 'junior'}, {'ASP.NET': 'junior'}, {'ASP.NET Core': 'junior'}]",[{'Angular': 'nice to have'}]
Net,Junior,Junior .NET Developer, Wrocław,4 000 - 7 000 PLN,No permanent information,"[{'.Net': 'junior'}, {'.NET Core': 'junior'}, {'ASP.NET Core': 'junior'}, {'MVC': 'junior'}, {'enity': 'junior'}]","[{'C#': 'nice to have'}, {'Azure': 'nice to have'}, {'Docker': 'nice to have'}, {'Kubernetes': 'nice to have'}, {'Terraform': 'nice to have'}]"
Net,Junior,Junior C# Developer, Wrocław,Undisclosed Salary,No permanent information,[],"[{'BDD': 'nice to have'}, {'TTD': 'nice to have'}, {'CDC': 'nice to have'}, {'Solid': 'nice to have'}, {'CI': 'nice to have'}, {'ELK': 'nice to have'}, {'JWT': 'nice to have'}]"
Net,Junior,Junior Full Stack .NET Developer (FI), Kraków,Undisclosed Salary,No permanent information,"[{'.NET C#': 'junior'}, {'ASP.NET MVC': 'junior'}, {'webforms': 'junior'}, {'WebService': 'junior'}, {'WCF': 'junior'}, {'HTML': 'junior'}, {'CSS': 'junior'}, {'JavaScript': 'junior'}, {'SQL': 'junior'}]",
Net,Junior,Junior .NET Developer, Warszawa,Undisclosed Salary,No permanent information,"[{'.Net': 'regular'}, {'.NET Core': 'junior'}, {'JavaScript': 'junior'}, {'Web Services': 'junior'}, {'MS SQL': 'junior'}]","[{'Angular 2+': 'nice to have'}, {'Oracle': 'nice to have'}, {'RabbitMQ': 'nice to have'}]"
Net,Junior,Junior .NET Developer, Wrocław,Undisclosed Salary,No permanent information,"[{'.Net': 'junior'}, {'.Net Framework': 'junior'}, {'C#': 'junior'}, {'ASP.NET': 'junior'}, {'Oracle': 'junior'}]","[{'Git': 'nice to have'}, {'SVN': 'nice to have'}, {'Scrum': 'nice to have'}, {'Agile': 'nice to have'}, {'TDD': 'nice to have'}]"
Net,Junior,Stażysta/Programista – staż miesięczny, Kraków,Undisclosed Salary,No permanent information,"[{'.Net': 'junior'}, {'C#': 'junior'}]",
Net,Junior,.NET Developer, Warszawa,6 000 - 9 000 PLN,No permanent information,"[{'.Net': 'regular'}, {'Angular': 'regular'}, {'Scrum': 'regular'}, {'Front-End': 'regular'}]",
Net,Junior,Junior Software Engineer, Wrocław,6 600 - 8 000 PLN,No permanent information,"[{'English': 'regular'}, {'.Net': 'junior'}, {'Java': 'junior'}, {'C#': 'junior'}]","[{'Python': 'nice to have'}, {'Git': 'nice to have'}]"
Net,Junior,Junior Developer w branży morskiej, Katowice,5 000 - 9 000 PLN,No permanent information,"[{'.NET Core': 'regular'}, {'webapi': 'junior'}, {'Entity Framework': 'junior'}, {'Angular': 'junior'}]","[{'React': 'nice to have'}, {'Docker': 'nice to have'}]"
Net,Mid,.NET Developer, Wrocław,11 000 - 16 000 PLN,No permanent information,"[{'.NET Core': 'regular'}, {'ASP.NET Core': 'regular'}, {'Entity Framework': 'regular'}, {'English': 'regular'}, {'C#': 'regular'}]",
Scala,Mid,Regular Scala Developer, Gdańsk,10 000 - 16 000 PLN,No permanent information,"[{'Scala': 'regular'}, {'Akka': 'regular'}]",
Scala,Senior,Senior Scala Backend Engineer (REMOTE), Warszawa,22 500 - 26 500 PLN,No permanent information,[{'Scala': 'regular'}],"[{'Java': 'nice to have'}, {'Docker': 'nice to have'}, {'Hadoop': 'nice to have'}]"
Scala,Mid,Team Leader, Kraków,15 000 - 19 000 PLN,No permanent information,"[{'JVM (Scala/Kotlin/Java)': 'advanced'}, {'Team Leading': 'regular'}]",
Scala,Senior,Senior Scala Engineer, Kraków,17 000 - 22 000 PLN,12 500 - 17 000 PLN,"[{'Scala': 'advanced'}, {'AWS': 'advanced'}, {'Git': 'advanced'}, {'Distributed systems': 'advanced'}, {'CI/CD': 'advanced'}, {'Bash': 'regular'}, {'MongoDB': 'regular'}, {'Elasticsearch': 'regular'}, {'Docker': 'regular'}]",
Scala,Senior,Scala Developer, Warszawa,12 500 - 25 000 PLN,No permanent information,"[{'SOA': 'advanced'}, {'Cassandra': 'advanced'}, {'Akka': 'advanced'}, {'qrs': 'advanced'}]",
Scala,Mid,Mid Scala Developer, Warszawa,11 000 - 16 000 PLN,No permanent information,"[{'Scala': 'regular'}, {'Software Architecture': 'junior'}, {'Akka': 'junior'}]","[{'JVM': 'nice to have'}, {'Big Data': 'nice to have'}, {'Machine Learning': 'nice to have'}, {'Blockchain': 'nice to have'}]"
Scala,Senior,Senior Scala Developer, Warszawa,14 000 - 27 000 PLN,11 500 - 23 000 PLN,"[{'Scala': 'master'}, {'AWS': 'advanced'}, {'cats': 'advanced'}, {'Kafka': 'advanced'}, {'Redis': 'advanced'}, {'PostgreSQL': 'regular'}, {'DynamoDB': 'regular'}]",
Scala,Mid,Scala Developer, Kraków,12 000 - 18 000 PLN,10 000 - 15 000 PLN,"[{'Scala': 'regular'}, {'GraphQL': 'regular'}, {'PostgreSQL': 'regular'}, {'ScalaTest': 'regular'}, {'http4s': 'regular'}]",
Scala,Senior,Senior Scala Developer, Warszawa,16 000 - 24 000 PLN,No permanent information,"[{'Scala': 'master'}, {'Functional Programming': 'master'}, {'Software Architecture': 'advanced'}, {'Akka': 'junior'}, {'JVM': 'junior'}]","[{'Big Data': 'nice to have'}, {'Machine Learning': 'nice to have'}, {'Blockchain': 'nice to have'}]"
Scala,Mid,Scala Developer - 100% zdalnie, Warszawa,19 000 - 27 000 PLN,No permanent information,"[{'Scala': 'regular'}, {'Spark': 'regular'}, {'Hadoop': 'regular'}, {'Hive': 'regular'}, {'Oozie': 'regular'}, {'Jenkins': 'regular'}, {'Git': 'regular'}, {'Shell': 'regular'}, {'Splunk': 'junior'}]",[{'Python': 'nice to have'}]
Scala,Senior,Senior Scala Developer, Gdańsk,23 000 - 30 000 PLN,No permanent information,"[{'Scala': 'master'}, {'MySQL': 'advanced'}, {'SQL': 'advanced'}, {'UNIX/LINUX': 'advanced'}, {'Akka': 'regular'}, {'Kafka': 'regular'}, {'Docker': 'regular'}]",
Scala,Senior,Scala Developer, Katowice,12 500 - 25 000 PLN,No permanent information,"[{'SOA': 'advanced'}, {'Cassandra': 'advanced'}, {'Akka': 'advanced'}, {'qrs': 'advanced'}]",
Scala,Mid,"Software Engineer, JVM (Scala)", Kraków,14 400 - 18 000 PLN,12 000 - 15 000 PLN,[{'Scala': 'advanced'}],
Scala,Senior,Senior Cloud Engineer, Kraków,17 000 - 22 000 PLN,12 500 - 17 000 PLN,"[{'Java/Scala': 'advanced'}, {'Functional Programming': 'regular'}, {'JVM': 'regular'}, {'Kubernetes/Helm/Azure': 'junior'}]",
Scala,Senior,Senior Big Data Engineer (Java/Scala), Wrocław,14 000 - 21 000 PLN,No permanent information,"[{'Scala': 'advanced'}, {'Spark': 'regular'}, {'Kafka': 'regular'}]",[{'Java': 'nice to have'}]
Scala,Mid,Scala Tooling Engineer, Kraków,11 000 - 19 000 PLN,8 000 - 14 000 PLN,"[{'Scala': 'advanced'}, {'English': 'advanced'}, {'Git': 'junior'}, {'JVM': 'junior'}, {'sbt/gradle/maven': 'junior'}, {'CI (e.g. Jenkins)': 'junior'}]",[{'IntelliJ Plugins': 'nice to have'}]
Scala,Mid,Scala Developer (100% Remote), Wrocław,15 000 - 20 000 PLN,No permanent information,"[{'Scala': 'regular'}, {'Java': 'regular'}, {'Big Data': 'regular'}]",[{'Apache Spark': 'nice to have'}]
Scala,Senior,Senior Scala Developer, Gdańsk,16 800 - 24 000 PLN,14 000 - 20 000 PLN,"[{'Scala': 'advanced'}, {'Kafka': 'junior'}, {'Akka': 'junior'}]",
Scala,Senior,Senior Scala Big Data Engineer, Kraków,17 000 - 22 000 PLN,12 500 - 17 000 PLN,"[{'Hadoop': 'advanced'}, {'Scala or Java': 'advanced'}, {'Spark': 'advanced'}, {'English': 'regular'}, {'Distributed systems/computing': 'regular'}, {'Hortonworks or other big data stacks': 'regular'}, {'Kafka': 'regular'}]","[{'NoSQL': 'nice to have'}, {'Python': 'nice to have'}, {'Machine Learning/AI': 'nice to have'}]"
Scala,Junior,Junior Fullstack Developer, Warszawa,8 000 - 10 000 PLN,No permanent information,"[{'Java': 'regular'}, {'AngularJS': 'regular'}, {'SQL': 'regular'}, {'TypeScript': 'junior'}, {'Scala': 'junior'}, {'Angular': 'junior'}, {'REST API': 'junior'}]",
Scala,Senior,Scala Developer, Wrocław,12 500 - 25 000 PLN,No permanent information,"[{'SOA': 'advanced'}, {'Cassandra': 'advanced'}, {'Akka': 'advanced'}, {'qrs': 'advanced'}]",
C,Senior,Senior C++ Developer, Warszawa,11 000 - 19 500 PLN,10 000 - 18 000 PLN,"[{'C++': 'advanced'}, {'Git': 'regular'}]","[{'STL': 'nice to have'}, {'LUA': 'nice to have'}]"
C,Mid,Programista GLOBUS, Warszawa,Undisclosed Salary,No permanent information,[],"[{'C++': 'nice to have'}, {'C#': 'nice to have'}, {'jBASIC/jBASE': 'nice to have'}, {'.Net Framework': 'nice to have'}, {'Temenos Globus/T24': 'nice to have'}]"
C,Senior,Senior C++ Developer, Łódź,10 000 - 15 000 PLN,No permanent information,"[{'C++': 'advanced'}, {'Linux': 'regular'}, {'Jenkins': 'regular'}, {'Git': 'regular'}, {'JIRA': 'regular'}, {'GitLab': 'regular'}, {'Bitbucket': 'regular'}, {'Confluence': 'regular'}, {'CMake': 'regular'}, {'Docker': 'regular'}]",
C,Senior,Software Engineer (C/Bash/Linux), Kraków,Undisclosed Salary,No permanent information,"[{'C': 'advanced'}, {'Linux': 'regular'}, {'Git': 'regular'}]","[{'Python': 'nice to have'}, {'Bash': 'nice to have'}]"
C,Mid,Programista C++, Zabrze,8 000 - 12 000 PLN,No permanent information,"[{'C++': 'advanced'}, {'Git': 'regular'}, {'Embedded': 'junior'}, {'JSON': 'junior'}]",[{'WebSocket': 'nice to have'}]
C,Mid,Programista systemów wbudowanych, Gliwice,Undisclosed Salary,No permanent information,"[{'C/C++': 'advanced'}, {'Architecture': 'regular'}]","[{'Linux': 'nice to have'}, {'ARM': 'nice to have'}, {'Raspberry Pi': 'nice to have'}]"
